slot_time_et,mean_marginal_co2_lbs_per_mwh,median_marginal_co2_lbs_per_mwh,n_days_contributing,source_slot_ct
12:50,900.233111,912.550000,89,11:50
12:55,876.543787,912.550000,89,11:55
13:00,869.589952,912.550000,89,12:00
13:05,930.565005,912.550000,89,12:05
13:10,859.407332,912.550000,89,12:10
13:15,866.116626,912.550000,89,12:15
13:20,901.838558,912.550000,89,12:20
13:25,906.309915,912.550000,89,12:25
13:30,840.341784,912.550000,89,12:30
13:35,898.253233,912.550000,89,12:35
13:40,801.465333,912.550000,89,12:40
13:45,874.685644,912.550000,89,12:45
13:50,896.329447,912.550000,89,12:50
13:55,830.896817,912.550000,89,12:55
14:00,856.395203,896.156000,89,13:00
14:05,892.518045,912.550000,89,13:05
14:10,859.998234,912.550000,89,13:10
14:15,822.070218,912.550000,89,13:15
14:20,855.242484,912.550000,89,13:20
14:25,802.476112,912.550000,89,13:25
14:30,890.321418,912.550000,89,13:30
14:35,849.282396,912.550000,89,13:35
14:40,855.614065,912.550000,89,13:40
14:45,854.116318,912.550000,89,13:45
14:50,828.052802,891.472000,89,13:50
14:55,805.836557,891.470000,89,13:55
15:00,885.390196,912.550000,89,14:00
15:05,832.057458,912.550000,89,14:05
15:10,904.227028,912.550000,89,14:10
15:15,838.422403,912.550000,89,14:15
15:20,846.187566,827.850750,89,14:20
15:25,766.093914,780.038000,89,14:25
15:30,778.640365,912.550000,89,14:30
15:35,796.397316,912.550000,89,14:35
15:40,818.688921,912.550000,89,14:40
15:45,888.478089,912.550000,89,14:45
15:50,881.475341,887.959000,89,14:50
15:55,853.443021,912.550000,89,14:55
16:00,848.771563,912.550000,89,15:00
16:05,872.288986,912.550000,89,15:05
16:10,827.928210,912.550000,89,15:10
16:15,785.947876,912.550000,89,15:15
16:20,753.090528,780.038000,89,15:20
16:25,777.763200,912.550000,89,15:25
16:30,792.481366,912.550000,89,15:30
16:35,824.207815,912.550000,89,15:35
16:40,759.129196,912.550000,89,15:40
16:45,707.822428,782.185714,89,15:45
16:50,739.118888,891.472000,89,15:50
16:55,762.319557,794.761556,89,15:55
17:00,909.358324,912.550000,89,16:00
17:05,873.407256,912.550000,89,16:05
17:10,880.190454,912.550000,89,16:10
17:15,864.829089,912.550000,89,16:15
17:20,794.001938,912.550000,89,16:20
17:25,842.597464,912.550000,89,16:25
17:30,783.448286,912.550000,89,16:30
17:35,698.021166,912.550000,89,16:35
